1, 0.639816239, 1
2, 0.490992931, 0
3, 0.623814545, 1
4, 0.506616321, 1
5, 0.418301821, 0
6, 0.540665026, 0
7, 0.333361061, 0
8, 0.309166374, 0
9, 0.532530544, 0
10, 0.42343359, 0
11, 0.521916763, 1
12, 0.743298971, 1
13, 0.417497107, 0
14, 0.554352582, 1
15, 0.463867209, 0
16, 0.758784301, 1
17, 0.532429246, 1
18, 0.413642485, 1
19, 0.379254155, 0
20, 0.436572271, 0
21, 0.449132781, 0
22, 0.617142237, 1
23, 0.587257384, 1
24, 0.433065492, 0
25, 0.442715543, 0
26, 0.630752142, 1
27, 0.497104512, 1
28, 0.508553155, 1
29, 0.652765705, 1
30, 0.537644825, 0
31, 0.373786654, 0
32, 0.494532221, 0
33, 0.438732574, 0
34, 0.657171047, 1
35, 0.346871446, 0
36, 0.437408174, 1
37, 0.47272158, 0
38, 0.457259942, 1
39, 0.623441706, 1
40, 0.363705861, 0
41, 0.425102664, 1
42, 0.554612596, 0
43, 0.380346103, 0
44, 0.41227479, 0
45, 0.338183976, 0
46, 0.525634723, 0
47, 0.516313601, 1
48, 0.504914681, 1
49, 0.487002939, 0
50, 0.56697188, 1
51, 0.458105601, 1
52, 0.469317976, 0
53, 0.482020984, 0
54, 0.627960574, 1
55, 0.482248041, 0
56, 0.488240121, 1
57, 0.668573465, 1
58, 0.531457768, 1
59, 0.44550201, 1
60, 0.410741759, 0
61, 0.391519506, 0
62, 0.529068946, 1
63, 0.516734106, 0
64, 0.417168171, 0
65, 0.397591676, 0
66, 0.389391142, 1
67, 0.425941314, 1
68, 0.755667783, 1
69, 0.406478715, 0
70, 0.418915209, 0
71, 0.493870943, 0
72, 0.453505517, 0
73, 0.632286961, 0
74, 0.429617, 1
75, 0.69377532, 0
76, 0.539696227, 1
77, 0.501172513, 0
78, 0.440963436, 1
79, 0.579729791, 0
80, 0.515944267, 1
81, 0.470517674, 0
82, 0.580430284, 0
83, 0.545049323, 1
84, 0.466638208, 1
85, 0.447856293, 0
86, 0.597500901, 1
87, 0.506893338, 0
88, 0.441914989, 0
89, 0.337132455, 0
90, 0.611869901, 1
